iter	Logloss
196	0.1631361979
197	0.1630660911
198	0.1630111094
199	0.1629047526
200	0.1628526354
201	0.1627837031
202	0.1627094505
203	0.1626520391
204	0.1626066615
205	0.1625188229
206	0.1624701979
207	0.1624257005
208	0.1623682161
209	0.1622832526
210	0.1621897187
211	0.1621128646
212	0.1620053307
213	0.1619536927
214	0.1618931563
215	0.1618174271
216	0.1617679792
217	0.1617097005
218	0.1616568229
219	0.1615950495
220	0.1615537005
221	0.161476526
222	0.1614051797
223	0.1613535469
224	0.1612761615
225	0.1612364557
226	0.16119775
227	0.1611663932
228	0.1610974297
229	0.1610528516
230	0.1609990651
231	0.160948151
232	0.1608897161
233	0.1608126979
234	0.1607442891
235	0.1606720443
236	0.1606372708
237	0.1605752865
238	0.1605099271
239	0.1604452682
240	0.160393138
241	0.1603238672
242	0.1602693594
243	0.1601986458
244	0.1601752682
245	0.160106776
246	0.1600583594
247	0.1600034635
248	0.159956776
249	0.159915974
250	0.1598680495
251	0.1598386667
252	0.1597978099
253	0.1597697266
254	0.1597298099
255	0.1597002995
256	0.1596551771
257	0.159580888
258	0.1595057578
259	0.1594458802
260	0.1594014896
261	0.1593523854
262	0.1592790964
263	0.1592392995
264	0.1591846536
265	0.1591365495
266	0.1590674323
267	0.1590272865
268	0.1589709557
269	0.1589346901
270	0.1589027214
271	0.1588545625
272	0.1588194167
273	0.1587794714
274	0.1587480104
275	0.1587264453
276	0.1586821797
277	0.1586226823
278	0.1585989714
279	0.1585622057
280	0.1585204844
281	0.1584685078
282	0.1583943385
283	0.1583142318
284	0.1582733411
285	0.1582528151
286	0.1582220365
287	0.1581777057
288	0.1581351823
289	0.1580931094
290	0.1580531745
291	0.1580179844
292	0.1579512969
293	0.1579178047
294	0.1578870807
295	0.1578277005
296	0.1577962031
297	0.1577639688
298	0.1577183646
299	0.1576964167
300	0.157648862
301	0.1575958307
302	0.1575636562
303	0.1575123385
304	0.1574968958
305	0.1574662448
306	0.157430349
307	0.1573956615
308	0.157365151
309	0.1573308828
310	0.1572771901
311	0.1572352578
312	0.1572120026
313	0.1571852917
314	0.1571618958
315	0.1571033984
316	0.1570685182
317	0.1570356927
318	0.1570189115
319	0.1569936979
320	0.1569676146
321	0.1569374349
322	0.1569116745
323	0.1568763594
324	0.1568276068
325	0.1567848333
326	0.1567504896
327	0.1567281302
328	0.1567043828
329	0.1566877005
330	0.1566391302
331	0.1566000703
332	0.1565616302
333	0.1565240755
334	0.156511875
335	0.1564825573
336	0.1564542604
337	0.1564247266
338	0.1564093516
339	0.1563874349
340	0.1563500443
341	0.1563175208
342	0.1562895417
343	0.1562656562
344	0.1562427891
345	0.1562225469
346	0.1562077552
347	0.1561712786
348	0.1561521953
349	0.1561185573
350	0.1560920521
351	0.1560672891
352	0.1560501615
353	0.1560093724
354	0.1559592682
355	0.1559276406
356	0.1559081302
357	0.155891901
358	0.1558666979
359	0.1558293906
360	0.1557832109
361	0.1557431224
362	0.1557065911
363	0.155677625
364	0.1556598464
365	0.1556392135
366	0.1556221328
367	0.1556054505
368	0.1555870807
369	0.1555470833
370	0.1555294661
371	0.1554942005
372	0.1554600156
373	0.1554305833
374	0.1554034219
375	0.155382401
376	0.1553625781
377	0.1553278516
378	0.1552995208
379	0.1552632031
380	0.1552346198
381	0.1552170443
382	0.1551962266
383	0.1551778776
384	0.1551624062
385	0.1551387604
386	0.1551169896
387	0.1550855938
388	0.1550509609
389	0.1550208958
390	0.1549976667
391	0.154974224
392	0.1549531797
393	0.1549231797
394	0.1548964844
395	0.1548828203
396	0.1548580521
397	0.1548373047
398	0.154813375
399	0.1547827943
400	0.1547732969
401	0.1547515677
402	0.1547336719
403	0.1547251797
404	0.1546916094
405	0.1546676719
406	0.1546420859
407	0.1546336432
408	0.1545974323
409	0.1545851302
410	0.1545690859
411	0.1545450078
412	0.1545241901
413	0.1545068333
414	0.154487862
415	0.1544485859
416	0.1544163151
417	0.1543995
418	0.154373763
419	0.15435425
420	0.1543138828
421	0.1542973438
422	0.1542702578
423	0.1542443099
424	0.1542226797
425	0.1541980234
426	0.1541795547
427	0.1541503333
428	0.1541331589
429	0.1541179974
430	0.1540776901
431	0.154053026
432	0.1540368802
433	0.1540219323
434	0.1539937734
435	0.1539676641
436	0.153938125
437	0.1539219089
438	0.1539059401
439	0.1538885937
440	0.1538635286
441	0.1538446536
442	0.1538315208
443	0.1538089167
444	0.1537924349
445	0.1537801693
446	0.1537623151
447	0.153723513
448	0.1537027813
449	0.1536699635
450	0.1536551432
451	0.1536430755
452	0.1536151641
453	0.1535988021
454	0.1535790391
455	0.1535647734
456	0.1535426927
457	0.1535272187
458	0.1535038542
459	0.1534843073
460	0.1534519219
461	0.1534416276
462	0.1534307656
463	0.1534087474
464	0.1533973594
465	0.1533744531
466	0.1533534479
467	0.1533340964
468	0.1533248099
469	0.1532991354
470	0.1532725807
471	0.1532622656
472	0.1532479063
473	0.1532268099
474	0.1532069609
475	0.1531927057
476	0.1531825547
477	0.1531523203
478	0.1531328411
479	0.1531084193
480	0.1530888464
481	0.1530716172
482	0.153048099
483	0.1530275833
484	0.1530129661
485	0.152984776
486	0.152968763
487	0.1529493594
488	0.1529267448
489	0.152905487
490	0.1528972682
491	0.1528842474
492	0.1528697552
493	0.1528599375
494	0.152850026
495	0.1528272187
496	0.1528066042
497	0.1527911927
498	0.1527714297
499	0.1527515755
500	0.1527259792
501	0.1527167188
502	0.1526914349
503	0.152678375
504	0.1526628568
505	0.1526504349
506	0.1526286927
507	0.1526114089
508	0.1526001276
509	0.1525763464
510	0.152559401
511	0.1525399349
512	0.1525297839
513	0.1525036276
514	0.1524931615
515	0.152475526
516	0.1524469271
517	0.1524165339
518	0.1523862005
519	0.152365776
520	0.1523479062
521	0.152335638
522	0.1523183359
523	0.15230075
524	0.1522896354
525	0.1522773542
526	0.1522603646
527	0.152246237
528	0.1522362865
529	0.1522256771
530	0.1522028125
531	0.152187513
532	0.1521730156
533	0.1521576719
534	0.1521352031
535	0.1521213255
536	0.1521064922
537	0.1520939062
538	0.1520678828
539	0.1520521068
540	0.1520318932
541	0.152017349
542	0.152006138
543	0.1519939193
544	0.1519825885
545	0.151970237
546	0.1519500443
547	0.1519420911
548	0.151930862
549	0.1519109948
550	0.151897974
551	0.1518863802
552	0.1518715651
553	0.151862901
554	0.1518463229
555	0.1518392656
556	0.1518284948
557	0.1518094271
558	0.1517931615
559	0.1517742891
560	0.1517588516
561	0.1517364792
562	0.151725888
563	0.1517129297
564	0.1516982969
565	0.1516817552
566	0.1516581563
567	0.1516462891
568	0.1516349297
569	0.1516204792
570	0.1516087865
571	0.1515929453
572	0.1515720599
573	0.1515582057
574	0.1515396953
575	0.151521901
576	0.1515129557
577	0.1514957734
578	0.1514888307
579	0.1514805833
580	0.1514657865
581	0.1514509948
582	0.1514376094
583	0.1514293958
584	0.1514125156
585	0.1513952214
586	0.1513809896
587	0.1513642083
588	0.151347388
589	0.151336362
590	0.1513241068
591	0.1513065547
592	0.1512927943
593	0.1512821615
594	0.1512536849
595	0.1512379349
596	0.1512190859
597	0.1512087604
598	0.1511993125
599	0.1511851719
600	0.1511689297
601	0.1511545052
602	0.1511317995
603	0.1511158229
604	0.1511020703
605	0.151091362
606	0.1510800938
607	0.1510675339
608	0.1510545859
609	0.1510443646
610	0.1510320443
611	0.1510103516
612	0.1509976745
613	0.1509826146
614	0.1509731875
615	0.1509626771
616	0.1509499948
617	0.1509344635
618	0.1509283698
619	0.1509097188
620	0.1508999922
621	0.1508935781
622	0.1508796172
623	0.1508676094
624	0.1508534922
625	0.1508436432
626	0.150826625
627	0.1508189766
628	0.1508055156
629	0.1507890521
630	0.150775737
631	0.1507628385
632	0.1507524896
633	0.150732026
634	0.1507174167
635	0.1507057943
636	0.1506882969
637	0.150673263
638	0.1506558724
639	0.1506463307
640	0.1506303854
641	0.1506194427
642	0.1506041302
643	0.1505910052
644	0.1505822578
645	0.1505736875
646	0.1505512578
647	0.1505388047
648	0.1505235
649	0.150514224
650	0.1504974974
651	0.1504886094
652	0.1504783958
653	0.1504586927
654	0.1504477656
655	0.1504227604
656	0.1504114349
657	0.1503973464
658	0.150382849
659	0.1503711641
660	0.1503571302
661	0.1503488177
662	0.1503390599
663	0.150327513
664	0.1503180833
665	0.1503047708
666	0.1502975365
667	0.150284224
668	0.1502723646
669	0.1502521615
670	0.1502415573
671	0.1502295833
672	0.1502221927
673	0.1502056953
674	0.1501937422
675	0.1501841172
676	0.1501743125
677	0.1501663958
678	0.1501473333
679	0.1501381198
680	0.150121112
681	0.1501085599
682	0.1500944193
683	0.1500843828
684	0.1500707813
685	0.1500563385
686	0.1500488151
687	0.1500380937
688	0.1500262708
689	0.1500154323
690	0.150001849
691	0.1499924974
692	0.1499796484
693	0.1499680312
694	0.1499532682
695	0.1499458854
696	0.1499350885
697	0.1499212682
698	0.1499078932
699	0.1498960156
700	0.1498749818
701	0.1498664453
702	0.1498541016
703	0.1498423698
704	0.1498307995
705	0.149820237
706	0.1498077161
707	0.1497942917
708	0.1497839141
709	0.1497686302
710	0.1497609036
711	0.1497532083
712	0.1497422214
713	0.1497346745
714	0.1497227292
715	0.1497127135
716	0.1496968281
717	0.1496892969
718	0.149672487
719	0.1496662891
720	0.1496575677
721	0.1496417318
722	0.1496335599
723	0.149623362
724	0.1496137161
725	0.1496035938
726	0.1495956953
727	0.149584776
728	0.1495712266
729	0.1495609479
730	0.1495539505
731	0.149533724
732	0.1495256823
733	0.1495170755
734	0.1494964583
735	0.1494860182
736	0.1494668724
737	0.1494542083
738	0.1494418099
739	0.149427224
740	0.1494154349
741	0.1494052005
742	0.1493944505
743	0.1493840781
744	0.1493750443
745	0.1493636224
746	0.1493542109
747	0.1493424349
748	0.1493305417
749	0.1493132083
750	0.1493039323
751	0.1492864193
752	0.1492782865
753	0.1492703646
754	0.1492524792
755	0.1492405339
756	0.1492315078
757	0.1492245495
758	0.1492166224
759	0.1492029427
760	0.1491921797
761	0.149181526
762	0.1491711615
763	0.1491636589
764	0.1491490026
765	0.1491345208
766	0.1491263646
767	0.1491189349
768	0.149109987
769	0.1491009583
770	0.1490864349
771	0.1490783281
772	0.1490672005
773	0.1490581302
774	0.1490478333
775	0.1490310286
776	0.1490230104
777	0.1490130703
778	0.1490031458
779	0.1489963724
780	0.1489841224
781	0.1489710052
782	0.1489634844
783	0.1489480495
784	0.1489381745
785	0.1489292786
786	0.148921474
787	0.148909112
788	0.1488993828
789	0.1488871615
790	0.1488765443
791	0.148867987
792	0.1488579219
793	0.1488458594
794	0.1488323229
795	0.1488210703
796	0.1488092891
797	0.1488024062
798	0.1487909531
799	0.1487799766
800	0.1487718568
801	0.1487618464
802	0.1487495859
803	0.1487374453
804	0.1487249609
805	0.148713987
806	0.1486985521
807	0.1486879557
808	0.1486740547
809	0.1486618854
810	0.1486522214
811	0.1486445286
812	0.1486318151
813	0.1486209245
814	0.1486132292
815	0.1486055703
816	0.1485968021
817	0.1485877135
818	0.1485767604
819	0.1485664818
820	0.1485591927
821	0.1485517266
822	0.148543013
823	0.1485330781
824	0.1485215651
825	0.1485112135
826	0.1485060156
827	0.1484997292
828	0.1484894036
829	0.1484719948
830	0.1484639453
831	0.1484554661
832	0.1484473776
833	0.1484383438
834	0.1484294115
835	0.1484139036
836	0.1484027214
837	0.148387901
838	0.1483768411
839	0.1483659453
840	0.1483591797
841	0.1483443984
842	0.1483365391
843	0.1483241042
844	0.1483167083
845	0.1483096823
846	0.1483004193
847	0.1482930573
848	0.1482827135
849	0.1482754427
850	0.148261138
851	0.1482547552
852	0.1482466406
853	0.1482345234
854	0.1482245651
855	0.1482159036
856	0.148202724
857	0.1481931771
858	0.148183875
859	0.1481761797
860	0.1481628203
861	0.1481515156
862	0.148147638
863	0.1481395052
864	0.1481318411
865	0.1481247422
866	0.1481148125
867	0.1481092734
868	0.1481024271
869	0.148095013
870	0.1480865964
871	0.1480778542
872	0.1480672292
873	0.1480540703
874	0.1480464583
875	0.148037349
876	0.1480296146
877	0.1480188984
878	0.148008151
879	0.1479994349
880	0.1479920625
881	0.1479789583
882	0.1479676797
883	0.1479606328
884	0.147953513
885	0.1479464479
886	0.1479377839
887	0.147930138
888	0.1479260104
889	0.1479181771
890	0.1479108854
891	0.1479026432
892	0.1478928385
893	0.1478846354
894	0.147873151
895	0.1478666823
896	0.1478560339
897	0.1478481615
898	0.1478371276
899	0.1478300573
900	0.1478158516
901	0.147805888
902	0.147795237
903	0.1477828021
904	0.1477735104
905	0.1477688359
906	0.1477623932
907	0.1477541615
908	0.147747
909	0.1477361771
910	0.1477268281
911	0.1477198359
912	0.147713599
913	0.1477078125
914	0.1476987214
915	0.1476912656
916	0.1476844818
917	0.1476693073
918	0.1476599714
919	0.1476471146
920	0.1476390781
921	0.1476258594
922	0.1476186745
923	0.1476073516
924	0.1475998568
925	0.1475902005
926	0.1475812057
927	0.1475712474
928	0.1475624609
929	0.1475506589
930	0.1475425052
931	0.1475369427
932	0.1475290859
933	0.147522401
934	0.1475139375
935	0.1475057682
936	0.1474980365
937	0.1474917578
938	0.1474808516
939	0.147471026
940	0.1474629453
941	0.1474523203
942	0.1474477526
943	0.1474398255
944	0.1474304453
945	0.1474183047
946	0.1474124948
947	0.147404987
948	0.1473944844
949	0.1473843438
950	0.1473751484
951	0.1473649766
952	0.1473580495
953	0.1473504896
954	0.1473418307
955	0.1473327734
956	0.1473204609
957	0.1473120677
958	0.147303901
959	0.147297237
960	0.147289862
961	0.1472781797
962	0.1472679349
963	0.1472618802
964	0.1472544896
965	0.1472475703
966	0.1472397344
967	0.1472282682
968	0.1472202396
969	0.1472113698
970	0.1472011328
971	0.1471930573
972	0.1471807344
973	0.1471728802
974	0.1471674844
975	0.1471582057
976	0.1471485052
977	0.1471415182
978	0.1471328854
979	0.1471205052
980	0.1471126927
981	0.1471056562
982	0.1470926172
983	0.147083474
984	0.1470699479
985	0.147058974
986	0.1470515469
987	0.1470434193
988	0.1470345417
989	0.1470257422
990	0.1470195156
991	0.1470130651
992	0.1469994349
993	0.1469916458
994	0.1469847839
995	0.146976026
996	0.1469643307
997	0.1469542318
998	0.1469432031
999	0.1469363932
